front,decel,launch,z,signal_arrival,pattern_arrival,element_arrival,lead_over_pattern,lead_over_element,packet_arrival
cone,18.0,0.0,30.0,6.397446488903602,11.821428571428571,0.6538504373440136,5.42398208252497,-5.743596051559588,19.5
cone,18.0,0.0,32.0,6.843706809200455,12.773809523809524,0.6561973683583521,5.930102714609069,-6.187509440842103,19.5
cone,18.0,0.0,34.0,7.289967129497309,13.726190476190474,0.6585334056492346,6.436223346693166,-6.631433723848074,19.5
cone,18.0,0.0,36.0,7.736227449794162,14.678571428571429,0.6608637707658521,6.9423439787772665,-7.07536367902831,19.5
cone,18.0,0.0,38.0,8.182487770091017,15.63095238095238,0.6631933930375339,7.448464610861363,-7.519294377053483,19.5
cone,18.0,0.0,40.0,8.62874809038787,16.583333333333332,0.6655272761019394,7.954585242945463,-7.96322081428593,19.5
cone,18.0,0.0,42.0,9.075008410684722,17.535714285714285,0.6678708712709408,8.460705875029563,-8.407137539413782,19.5
cone,18.0,0.0,44.0,9.521268730981575,18.508832500310874,0.6702304952434361,8.987563769329299,-8.85103823573814,19.5
cone,18.0,0.0,46.0,9.967529051278428,,0.6726138408306696,,-9.294915210447758,19.5
cone,18.0,0.0,48.0,10.413789371575282,,0.6750306555836547,,-9.738758715991628,19.5
cone,18.0,0.0,50.0,10.860049691872135,,0.6774937129879046,,-10.18255597888423,19.5
cone,18.0,0.0,52.0,11.306310012168987,,0.6800203050586704,,-10.626289707110317,19.5
cone,18.0,0.0,54.0,11.75257033246584,,0.6826347043930975,,-11.069935628072743,19.5
cone,18.0,0.0,56.0,12.198830652762695,,0.6853725541645186,,-11.513458098598177,19.5
cone,18.0,0.0,58.0,12.645090973059547,,0.6882894681617868,,-11.956801504897761,19.5
cone,18.0,0.0,60.0,13.0913512933564,,0.691480116625289,,-12.39987117673111,19.5
cone,18.0,0.0,62.0,13.537611613653253,,0.6951290824126205,,-12.842482531240632,19.5
